ITSI	11286.166840849392
DA	11106.561806432792
ITSI	11707.961065136717
DA	11031.610253260875
ITSI	11441.090143777787
DA	11058.597470949782
ITSI	12112.27237088789
DA	11029.015490409602
ITSI	12136.297812665414
DA	11119.333973420378
ITSI	9681.215941137105
DA	9681.215941137105
ITSI	12746.221928446947
DA	11144.067830723488
ITSI	12615.72909491693
DA	11129.911168007893
ITSI	12722.178893923307
DA	11104.386493349873
ITSI	12269.764879741047
DA	11082.32681469915
ITSI	10712.800161538864
DA	10807.210335234426
ITSI	12058.457048134296
DA	11062.523215833164
ITSI	12538.679572142963
DA	11077.658573003539
ITSI	12523.06447816253
DA	11081.872190343754
ITSI	11233.220097081721
DA	11035.84257034498
ITSI	11167.294534069095
DA	11090.689059188806
ITSI	12617.293594877847
DA	11060.694500437083
ITSI	12328.193664599543
DA	11039.468438409924
ITSI	11485.853177166666
DA	11108.07486361253
ITSI	12666.802748021457
DA	11079.585317625448
ITSI	11639.4277988309
DA	10998.099851822275
ITSI	12564.182734835314
DA	11046.878601197483
ITSI	12603.822742054881
DA	11100.016601998217
ITSI	11919.93619957609
DA	11081.849531665415
ITSI	10623.45526746403
DA	10623.45526746403
ITSI	12210.764275881349
DA	11071.367799715103
ITSI	11820.956588448667
DA	11060.074358393398
ITSI	12168.010862646626
DA	11061.137433881091
ITSI	12163.234471124648
DA	11124.868075761531
ITSI	10354.408547593584
DA	10354.408547593584
ITSI	12023.455533812106
DA	11114.758271171282
ITSI	12317.784325051689
DA	11065.141947399567
ITSI	12072.250343970365
DA	11101.278708033518
ITSI	12648.243176328107
DA	11062.948722707215
ITSI	11766.366468139287
DA	11063.769887143746
ITSI	12533.36202372692
DA	11017.491020926362
ITSI	11862.774048208392
DA	11105.230269454445
ITSI	12651.372813468946
DA	11058.34961856529
ITSI	12659.862945817302
DA	11089.098509976655
ITSI	10805.875245697885
DA	10805.875245697885
ITSI	11295.13049870792
DA	11007.73662819677
ITSI	12431.970261942146
DA	11063.751645035753
ITSI	12563.48087493871
DA	11081.892631081824
ITSI	11415.614144972338
DA	11068.429278126132
ITSI	10685.01392433662
DA	10685.01392433662
ITSI	11913.316190016127
DA	11046.465028330762
ITSI	12251.475278121976
DA	11170.940600472144
ITSI	11922.522886611709
DA	11031.975668566407
ITSI	12583.153462264057
DA	11071.40233657013
ITSI	12574.43910303439
DA	11054.587142599477
ITSI	11375.45777285467
DA	11087.961184001046
ITSI	11503.17109718939
DA	11067.023202996925
ITSI	11498.653641509163
DA	11129.886066198005
ITSI	11636.813927724272
DA	11053.544760465784
ITSI	12617.405432280872
DA	11081.746776154423
ITSI	10816.36583118518
DA	10816.36583118518
ITSI	11942.11587113965
DA	11081.875869225223
ITSI	12557.542544984599
DA	11065.34989902864
ITSI	11288.016878180091
DA	11089.343382958177
ITSI	11557.499285829339
DA	11001.97489421615
ITSI	10684.892772462583
DA	10684.892772462583
ITSI	11232.195116346187
DA	11076.25005160237
ITSI	10169.332126927822
DA	10169.332126927822
ITSI	12609.333789286022
DA	11098.556964052697
ITSI	11374.103918338564
DA	11057.160881935568
ITSI	12041.362201255355
DA	11033.667541722021
ITSI	12169.457888157753
DA	11087.83470329189
ITSI	12135.567655647215
DA	11102.532493620398
ITSI	11574.071854223326
DA	11028.94592186146
ITSI	10091.739766382805
DA	10091.739766382805
ITSI	12430.981802420629
DA	11027.779375671194
ITSI	12541.961321395245
DA	11091.649410961021
ITSI	11426.477057789229
DA	11020.294900358374
ITSI	10522.917315858653
DA	10522.917315858653
ITSI	10435.51200976246
DA	10435.51200976246
ITSI	12819.436145237943
DA	11038.444382477372
ITSI	11415.338026728406
DA	11096.730464650256
ITSI	12618.96153633541
DA	11090.87001522325
ITSI	12807.533701301976
DA	11083.775649098605
ITSI	11068.173294419703
DA	11086.617939396992
ITSI	10933.131783451776
DA	10933.131783451776
ITSI	12574.127686039614
DA	11078.473358551793
ITSI	12643.814404253286
DA	11102.159993338819
ITSI	12122.625237823293
DA	11001.86984524604
ITSI	12531.991814410303
DA	11061.352114399875
ITSI	12020.458480646881
DA	11065.421568434116
ITSI	12482.494149193968
DA	11076.294643002735
ITSI	12076.043353856378
DA	11016.4476444486
ITSI	11614.077747164214
DA	11113.999925711763
ITSI	10721.25498710915
DA	10891.035524190866
ITSI	12375.210603602683
DA	11080.17963830514
ITSI	12704.46389423629
DA	11092.455819932276
ITSI	12736.56001542596
DA	11128.225560022027
ITSI	12495.903106256914
DA	11067.074115022744
ITSI	11198.562939747635
DA	11049.39927233721
ITSI	12559.308583974485
DA	11087.449290421348
ITSI	11491.361293057478
DA	11077.821442969573
ITSI	12544.1396717109
DA	11045.023981349095
ITSI	11523.682735834542
DA	11034.810852990866
ITSI	10618.162288661497
DA	10712.337382375681
