MY	2015.3739389452567	61.0
DA	1033.4572070234074	45.0
MY	1651.3754513749284	58.0
DA	516.4360912259401	45.0
MY	1515.593018456409	55.0
DA	918.6433424068646	43.0
MY	1979.0280179620174	59.0
DA	1024.1949620586188	45.0
MY	1789.3649022143172	59.0
DA	1162.0832291745762	43.0
MY	1947.1170701108408	62.0
DA	936.6489655243399	47.0
MY	1525.7695594532631	60.0
DA	716.2572940749974	46.0
MY	2150.563208120498	63.0
DA	850.0496229288351	46.0
MY	1686.326909201957	59.0
DA	1192.7990926788252	47.0
MY	2120.2338967220485	64.0
DA	1123.2125717530682	44.0
MY	1593.7637967200117	60.0
DA	1222.3149606519976	46.0
MY	1882.9078861546088	59.0
DA	989.9882230811561	45.0
MY	1711.907085462949	60.0
DA	1151.9716377325578	47.0
MY	1743.6486124726425	58.0
DA	1050.7028395851282	44.0
MY	1633.664093634513	59.0
DA	1128.0300500410376	45.0
MY	2055.86238889539	60.0
DA	895.3897687099961	44.0
MY	1558.5877255134387	55.0
DA	1294.9533723004517	43.0
MY	2103.1251868764657	62.0
DA	1664.512506730632	44.0
MY	1567.3779954256925	55.0
DA	1089.7157080241707	46.0
MY	1577.5293286942092	58.0
DA	836.3232299566034	44.0
MY	1478.4461511643015	57.0
DA	996.3801672837668	45.0
MY	1882.9597777165072	62.0
DA	1119.8395540356394	45.0
MY	2004.917726447411	59.0
DA	1041.480625067936	43.0
MY	1560.01043511238	56.0
DA	1195.0111454084706	43.0
MY	1827.696662897257	61.0
DA	991.2797974029423	47.0
MY	2061.490927381094	60.0
DA	592.7053675837536	46.0
MY	1398.88877747497	56.0
DA	1178.1483875403344	48.0
MY	2040.10523677858	63.0
DA	1042.12184125369	43.0
MY	2089.724067861168	60.0
DA	1113.7055281937714	43.0
MY	1605.3090073106305	59.0
DA	1036.2739365483922	47.0
MY	2258.3046891179847	64.0
DA	1415.3049071905714	43.0
MY	1935.0388653005325	61.0
DA	1056.2044597372596	46.0
MY	2027.8240615953923	62.0
DA	985.4798076971249	43.0
MY	1824.6816899556077	58.0
DA	1328.4551898731731	41.0
MY	1955.618425953054	63.0
