MY	7434.175244871559		78.25447626180588		95.0
DA	5565.027496135334		73.22404600178072		76.0
MY	7176.470450846309		78.00511359615554		92.0
DA	5549.378247148931		74.99159793444501		74.0
MY	7676.4793548013895		77.54019550304434		99.0
DA	5519.62924311925		73.59505657492333		75.0
MY	7280.015396601443		78.27973544732734		93.0
DA	5536.498123506663		74.8175422095495		74.0
MY	7882.786174388624		75.07415404179642		105.0
DA	5517.994625337078		74.56749493698754		74.0
MY	7540.182908186916		71.81126579225635		105.0
DA	5545.3992065772		71.09486162278462		78.0
MY	7854.793376420005		77.77023144970302		101.0
DA	5551.702666024176		75.02300900032671		74.0
MY	7672.796900728315		76.72796900728315		100.0
DA	5549.8479000807665		77.0812208344551		72.0
MY	7151.833889262882		78.59158120069101		91.0
DA	5560.410565084578		77.22792451506358		72.0
MY	7421.980392000428		73.48495437624186		101.0
DA	5561.909081274182		71.30652668300233		78.0
MY	7318.578114138532		75.44925890864467		97.0
DA	5549.064305632691		71.14185007221398		78.0
MY	7265.285550710573		78.12135000764057		93.0
DA	5533.6189957808565		76.85581938584522		72.0
MY	7140.5914458490015		75.16412048262107		95.0
DA	5503.037565404488		71.46802032992842		77.0
MY	7663.1584174809595		74.3995962862229		103.0
DA	5562.0621863793585		72.23457384908258		77.0
MY	7308.335107510175		77.74824582457633		94.0
DA	5528.485165830501		75.73267350452741		73.0
MY	7738.438436400639		76.61820234060039		101.0
DA	5532.326405829381		73.76435207772508		75.0
MY	7434.07994535466		78.25347310899642		95.0
DA	5527.363340754206		74.69409919938116		74.0
MY	7251.524602640275		75.5367146108362		96.0
DA	5522.409408266189		73.63212544354919		75.0
MY	7374.003538581971		76.81253686022886		96.0
DA	5509.613369190962		72.49491275251266		76.0
MY	7113.768767616268		77.32357356104639		92.0
DA	5544.486979801166		71.08316640770725		78.0
MY	7133.899117224764		73.54535172396665		97.0
DA	5538.541127946744		72.87554115719401		76.0
MY	7677.317578268546		81.67359125817602		94.0
DA	5543.537098165747		78.07798729810911		71.0
MY	7306.071687505939		78.55991061834342		93.0
DA	5523.140300762053		71.7290948150916		77.0
MY	7312.689828005293		75.38855492788961		97.0
DA	5561.932666816391		75.16125225427555		74.0
MY	7263.2820397663745		78.09980687920833		93.0
DA	5550.750117830666		74.01000157107555		75.0
MY	7311.347662754315		76.96155434478226		95.0
DA	5542.408780684012		75.9234079545755		73.0
MY	7791.99920500236		74.20951623811771		105.0
DA	5508.256742958682		72.47706240735107		76.0
MY	7793.895817537587		77.93895817537587		100.0
DA	5545.493668227512		73.93991557636683		75.0
MY	7348.923482469049		76.55128627571926		96.0
DA	5502.572298886521		74.35908512008812		74.0
MY	7450.090550095823		75.25343989995781		99.0
DA	5503.310708213234		74.36906362450316		74.0
MY	7405.102941847414		77.94845201944646		95.0
DA	5561.28413749526		73.17479128283237		76.0
MY	7649.822368988855		78.0594119284577		98.0
DA	5500.764973564292		71.4385061501856		77.0
MY	7556.581617663309		77.10797569044193		98.0
DA	5541.773034786703		74.8888247944149		74.0
MY	6893.467224979672		79.23525545953646		87.0
DA	5507.823949552545		76.49755485489646		72.0
MY	7206.610034615397		81.89329584790224		88.0
DA	5539.463084517679		76.93698728496776		72.0
MY	7858.750075933424		77.04656937189631		102.0
DA	5534.518076562912		73.79357435417216		75.0
MY	7414.5700199397415		76.4388661849458		97.0
DA	5566.438715052274		75.22214479800371		74.0
MY	6935.6947606650565		76.21642594137425		91.0
DA	5560.797597741547		73.16838944396773		76.0
MY	7180.898159364815		74.80102249338348		96.0
DA	5517.38386070761		72.59715606194224		76.0
MY	7609.9039554916735		80.10425216307024		95.0
DA	5530.335581408133		76.8102164084463		72.0
MY	6765.115472345035		78.66413339936088		86.0
DA	5543.926071876408		73.91901429168544		75.0
MY	7470.029862560491		74.70029862560492		100.0
DA	5508.801145170411		75.46302938589604		73.0
MY	6837.344526881638		74.31896224871345		92.0
DA	5532.192155132014		71.84665136535082		77.0
MY	7172.230127413339		73.9405167774571		97.0
DA	5525.981964999297		70.84592262819612		78.0
MY	7378.091854491871		80.19665059230294		92.0
DA	5547.156073775557		78.12895878557123		71.0
MY	7829.929545280736		79.09019742707815		99.0
DA	5522.403710849489		77.7803339556266		71.0
MY	7397.53554775578		75.48505660975286		98.0
DA	5557.831529292606		74.10442039056808		75.0
MY	7611.568317648379		78.46977647060184		97.0
DA	5538.452918891434		74.84395836339776		74.0
MY	7596.249748238302		76.72979543675054		99.0
DA	5531.259931639131		73.75013242185507		75.0
MY	7607.199013328912		76.07199013328912		100.0
DA	5494.665500880657		76.31479862334247		72.0
MY	7606.794468633532		80.07152072245823		95.0
DA	5508.69138668654		73.44921848915386		75.0
MY	7443.011492352288		76.73207724074524		97.0
DA	5536.712660500698		74.82044135811753		74.0
MY	7403.786284421495		77.12277379605725		96.0
DA	5552.087630278102		78.19841732786058		71.0
MY	7404.475362572471		77.12995169346324		96.0
DA	5534.702814906005		75.81784677953432		73.0
MY	7407.5062090378615		78.80325754295598		94.0
DA	5525.088093668864		74.6633526171468		74.0
MY	7616.933525680917		74.67581887922468		102.0
DA	5528.767967396662		75.73654749858441		73.0
MY	7563.037979296538		78.78164561767227		96.0
DA	5536.30280566607		77.97609585445169		71.0
MY	7343.804334446717		77.30320352049176		95.0
DA	5523.585983238538		73.64781310984716		75.0
MY	7377.100915613197		76.05258675889894		97.0
DA	5549.18529423604		73.98913725648053		75.0
MY	7303.278693344288		73.7704918519625		99.0
DA	5552.210849546532		75.0298763452234		74.0
MY	7206.990292629262		76.67010949605597		94.0
DA	5543.69792814767		72.94339379141671		76.0
MY	7251.839026859345		79.6905387566961		91.0
DA	5567.19414723652		74.22925529648693		75.0
MY	7488.270019990007		75.63909111101017		99.0
DA	5582.826904456298		75.443606816977		74.0
MY	7530.713395794774		79.27066732415553		95.0
DA	5507.5840420105205		73.4344538934736		75.0
MY	7638.588616412497		74.16105452827667		103.0
DA	5555.053776405902		69.43817220507377		80.0
MY	7785.911292615129		72.76552609920681		107.0
DA	5538.480561264412		68.37630322548657		81.0
MY	7339.0510225075095		78.07501087773946		94.0
DA	5538.802049368292		73.85069399157722		75.0
MY	7265.222351794547		76.47602475573207		95.0
DA	5565.964067786931		77.30505649704071		72.0
MY	7742.699345829981		80.65311818572897		96.0
DA	5515.899909383802		75.56027273128495		73.0
MY	7535.51306665807		76.89299047610275		98.0
DA	5539.446986545192		74.85739171007016		74.0
MY	7878.786740804371		74.32817680004123		106.0
DA	5542.228195887258		75.92093419023641		73.0
MY	7439.143296266705		77.49107600277817		96.0
DA	5524.779584411163		71.750384213132		77.0
MY	7370.044365343153		76.77129547232451		96.0
DA	5556.165052696486		73.10743490390114		76.0
MY	7363.68123585021		76.70501287343968		96.0
DA	5560.9715919886285		75.14826475660308		74.0
MY	7669.878648391594		74.46484124652032		103.0
DA	5516.2875151867165		73.55050020248956		75.0
MY	7997.494725772827		76.16661643593169		105.0
DA	5539.487015453702		73.85982687271603		75.0
MY	7359.612048232184		77.4696005077072		95.0
DA	5511.898468173692		73.49197957564922		75.0
MY	6884.06799160457		74.82682599570185		92.0
DA	5503.935574202868		73.38580765603824		75.0
MY	7550.860108288281		77.04959294171715		98.0
DA	5534.819867274088		73.79759823032117		75.0
MY	7768.0775250804645		78.46542954626732		99.0
DA	5525.200652521314		73.66934203361751		75.0
MY	7389.33904378623		76.97228170610656		96.0
DA	5536.355704424595		74.8156176273594		74.0
MY	7207.389105656424		79.20207808413653		91.0
DA	5546.24804828239		77.03122289281097		72.0
MY	7255.847258610844		76.37733956432467		95.0
DA	5495.812665947901		74.2677387290257		74.0
MY	7085.122711711493		78.72358568568326		90.0
DA	5526.320502593581		73.68427336791441		75.0
MY	7257.874543599057		78.04166175912964		93.0
DA	5544.01325838083		75.94538710110726		73.0
MY	7528.678566864097		77.61524295736183		97.0
DA	5551.969657364827		80.4633283676062		69.0
MY	7314.14683250406		76.18902950525062		96.0
DA	5539.999914615614		73.86666552820819		75.0
MY	7595.24545319808		77.5025046244702		98.0
DA	5549.4201119749305		74.9921636753369		74.0
MY	7485.617223382857		79.6342257806687		94.0
DA	5520.547884750513		75.62394362671935		73.0
MY	7865.77758863966		81.09049060453258		97.0
DA	5489.433690070696		78.42048128672423		70.0
MY	7215.38010007856		77.58473225890924		93.0
DA	5545.168717330459		77.01623218514527		72.0
MY	7793.114894869007		76.40308720459811		102.0
DA	5552.40463646379		72.10915112290635		77.0
MY	7551.271291554548		74.76506229261929		101.0
DA	5533.490276272017		72.80908258252653		76.0
MY	8011.536954592986		78.54447994699007		102.0
DA	5505.077824952913		75.41202499935497		73.0
MY	7163.398877657768		77.02579438341687		93.0
DA	5518.755606381144		72.61520534712032		76.0
MY	7520.007649921048		79.15797526232683		95.0
DA	5533.152385391556		70.93785109476354		78.0
MY	7547.340135821641		79.4456856402278		95.0
DA	5519.912508841128		75.61523984713874		73.0
MY	7312.09041571492		77.78819591186085		94.0
DA	5500.427523744887		70.51830158647292		78.0
MY	8078.135725146916		77.67438197256651		104.0
DA	5555.039426450388		76.09643049932039		73.0
MY	7524.195385904188		76.77750393779783		98.0
DA	5532.073170789955		74.7577455512156		74.0
