MY	1934.6237595222212	62.0
DA	1181.2875263814042	47.0
MY	1813.991017835886	59.0
DA	1354.296161794865	41.0
MY	1941.1252999502906	64.0
DA	1077.2114196657162	46.0
MY	1740.0552386852332	61.0
DA	530.4555872716169	49.0
MY	2211.1156331384955	66.0
DA	1022.4634780200722	44.0
MY	2372.414373542634	68.0
DA	1259.068468246263	44.0
MY	1711.1832947564078	57.0
DA	784.3666008712469	45.0
MY	1385.4380062165417	54.0
DA	1144.7278460093412	44.0
MY	1744.0864975810741	59.0
DA	979.3613457499555	47.0
MY	1887.3311698907341	59.0
DA	1116.710359136689	47.0
MY	1534.197489580382	60.0
DA	1196.312088405351	48.0
MY	2256.291545989653	63.0
DA	1606.424529728157	42.0
MY	2239.5309449275883	64.0
DA	1470.2685699759609	47.0
MY	2161.7775997224735	64.0
DA	1111.25246719283	44.0
MY	1449.5484307623167	57.0
DA	858.286360673169	45.0
MY	1591.6802029400355	54.0
DA	1063.3058760283095	44.0
MY	2076.339316202401	65.0
DA	1051.902188577766	51.0
MY	1743.333443793647	61.0
DA	724.9088050956403	45.0
MY	1866.5801905650883	58.0
DA	1100.3405723997257	43.0
MY	1961.1807278430092	64.0
DA	1058.8389324147386	46.0
MY	1510.5525109195414	61.0
DA	1036.7117090074028	45.0
MY	1945.6619334698535	63.0
DA	1216.8253841112446	51.0
MY	2046.756529141324	61.0
DA	1195.2500502009489	44.0
MY	2318.5843656449315	67.0
DA	897.1533600756162	46.0
MY	1601.7982116793157	60.0
DA	1024.436807679918	49.0
MY	2142.0475223758763	62.0
DA	1228.759821210777	43.0
MY	1825.8608212225893	61.0
DA	1107.6760997870033	43.0
MY	1987.3677003574478	64.0
DA	1170.761860109546	47.0
MY	1716.1659664199767	62.0
DA	1159.814189222325	45.0
MY	2192.21730920716	69.0
DA	1336.73614326594	49.0
MY	1480.5906971881254	57.0
DA	1008.251512930659	46.0
MY	1570.5407852175556	57.0
DA	839.6466692357069	43.0
MY	1908.0817122754888	64.0
DA	1096.6528294522216	43.0
MY	2196.962916313666	66.0
DA	954.528326894382	41.0
MY	1849.1540228455438	62.0
DA	1213.6658221863872	48.0
MY	1719.4113242477542	60.0
DA	1156.6933535578337	44.0
MY	1734.909741894321	60.0
DA	1095.9157791178231	45.0
MY	1643.5062218792182	60.0
DA	973.6161043677685	47.0
MY	1601.166581756982	60.0
DA	1169.4377613351842	48.0
MY	1896.1245426005628	64.0
DA	1153.2897497047659	43.0
MY	1702.617009249174	59.0
DA	1116.153649496802	46.0
MY	1605.216543626714	58.0
DA	1058.5294670759486	45.0
MY	1786.6465470292037	59.0
DA	1028.374693736435	44.0
MY	1660.190545129121	59.0
DA	1019.5823034247587	48.0
MY	1729.4751076328496	59.0
DA	1300.5855139746595	45.0
MY	2182.897683713868	63.0
DA	1145.9103289010284	44.0
MY	1980.398394751557	64.0
DA	991.3388574777163	47.0
MY	1810.5471821660494	65.0
DA	925.9974733974789	46.0
MY	1700.8797955788252	55.0
DA	876.3441693266799	44.0
MY	1520.0240936975115	58.0
DA	934.1190882349404	45.0
MY	1942.7521559718182	59.0
DA	1041.8148608477736	44.0
MY	1520.3373827001656	57.0
DA	1178.9862613007808	46.0
MY	2135.4894350640716	66.0
DA	1301.700243407714	48.0
MY	1899.3247700895647	61.0
DA	1181.768667144254	48.0
MY	1659.335320042238	60.0
DA	1012.5882711504262	44.0
MY	2104.9427432016378	65.0
DA	1020.6023233362283	49.0
MY	2125.9045734109345	65.0
DA	1187.8222370523545	48.0
MY	1935.0479454534434	63.0
DA	964.6700664727055	45.0
MY	2203.8390771720437	66.0
DA	1029.034666956488	46.0
MY	1913.6688757920165	64.0
DA	1329.524486655979	46.0
MY	2043.2500885130755	63.0
DA	871.4100841508957	47.0
MY	2190.4687892612305	60.0
DA	910.0435614164294	45.0
MY	1731.5113020213853	61.0
DA	898.7373244077077	43.0
MY	1933.8808386839994	60.0
DA	1192.9850497005818	43.0
MY	1577.1263828875324	56.0
DA	1155.3506717069042	45.0
MY	1554.1368425698877	58.0
DA	1079.7002818485673	46.0
MY	2033.0756904438158	63.0
DA	1330.262012484068	46.0
MY	1720.2109725842172	61.0
DA	1090.7490722679522	45.0
MY	1760.6928661802226	59.0
DA	997.9467704725654	44.0
MY	1974.189603388386	64.0
DA	1114.2974344952158	47.0
MY	2259.7930783939237	64.0
DA	908.7134874174756	45.0
MY	1559.3223601308832	56.0
DA	739.0222215239462	42.0
MY	1860.4533849420757	63.0
DA	1379.1697428844836	47.0
MY	1958.0069120107862	63.0
DA	1038.588915497884	47.0
MY	1934.4184604929578	61.0
DA	1229.407161674638	44.0
MY	2077.0498510761595	62.0
DA	1563.9146614914623	41.0
MY	2073.5894760652563	62.0
DA	1235.7493115788177	44.0
MY	2079.8200802080096	63.0
DA	957.1562217087601	46.0
MY	2257.2454704410497	65.0
DA	942.3090826053224	46.0
MY	2091.9451058827767	66.0
DA	640.5895970494141	46.0
MY	1892.469064311913	63.0
DA	1270.7892944310431	47.0
MY	1286.883790749752	55.0
DA	973.4530364114847	45.0
MY	1747.313149191847	61.0
DA	907.2806786258535	47.0
MY	1986.363241031248	64.0
DA	1076.2462588557453	45.0
MY	1832.7146767853978	62.0
DA	1366.9695134412962	45.0
MY	1678.5052441748628	57.0
DA	1365.0783604097362	44.0
MY	1892.7096651445	60.0
DA	1275.6654520392167	44.0
MY	2197.903133123967	64.0
DA	892.5339646500338	46.0
MY	1723.3871825131325	63.0
DA	819.4743203684682	46.0
MY	1423.369420662891	53.0
DA	931.5058961007211	45.0
MY	1875.6160223184474	62.0
DA	1039.882040385166	51.0
MY	1866.5266583903904	63.0
DA	1165.8707952036393	47.0
MY	1766.2519201453867	63.0
DA	1088.616583127852	47.0
MY	1795.0491764431815	64.0
DA	778.475143823345	47.0
MY	1960.5736855547393	62.0
DA	1247.9534401856458	47.0
MY	1801.8437853934963	60.0
DA	1149.655145058862	44.0
MY	1607.6763773595608	58.0
DA	696.0166200525665	47.0
MY	1779.7113836135984	60.0
DA	1187.3103034083135	46.0
MY	2084.6889371694283	65.0
DA	1166.2340336467562	47.0
MY	1977.733857928738	61.0
DA	1021.2843959720062	44.0
